,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,clusters,cluster
596,I Am a Killer,SHOW,2018,TV-MA,46,"['crime', 'documentation']",United Kingdom of Great Britain and Northern Ireland (the),2,tt8300324,7.4,3937,0,light pink
597,Nailed It!,SHOW,2018,TV-PG,33,"['reality', 'comedy']",United States of America (the),6,tt6987788,7.4,4682,0,light pink
598,Aggretsuko,SHOW,2018,TV-14,16,"['animation', 'music', 'romance', 'comedy', 'drama']",Japan,4,tt8019444,8,6005,0,light pink
599,Immortals,SHOW,2018,TV-MA,28,"['scifi', 'action', 'drama', 'fantasy', 'thriller', 'music']",Turkey,1,tt8063174,5.4,3087,0,light pink
600,On My Block,SHOW,2018,TV-14,29,"['comedy', 'drama']",United States of America (the),4,tt7879820,7.9,15642,0,light pink
601,Sunderland 'Til I Die,SHOW,2018,TV-MA,41,"['documentation', 'sport']",United Kingdom of Great Britain and Northern Ireland (the),2,tt8914684,8.1,7943,0,light pink
602,Gypsy,SHOW,2017,TV-MA,59,"['drama', 'thriller']",United States of America (the),1,tt5503718,6.8,16133,0,light pink
603,Alexa & Katie,SHOW,2018,TV-Y7,25,"['comedy', 'drama']",United States of America (the),4,tt6916746,7.4,4687,0,light pink
604,Life Sentence,SHOW,2018,TV-14,42,"['drama', 'comedy']",United States of America (the),1,tt6088922,6.4,3855,0,light pink
605,Cry Babies Magic Tears,SHOW,2018,TV-Y,12,"['animation', 'family']",France,2,tt11067738,4.8,36,0,light pink
606,She's Gotta Have It,SHOW,2017,TV-MA,32,['comedy'],United States of America (the),2,tt0196291,6.8,4624,0,light pink
607,The Toys That Made Us,SHOW,2017,TV-14,45,"['documentation', 'comedy', 'history']",United States of America (the),3,tt7053920,8,5545,0,light pink
608,The Standups,SHOW,2017,TV-MA,30,['comedy'],United States of America (the),3,tt15250768,6.6,1225,0,light pink
609,Baby,SHOW,2018,TV-MA,45,['drama'],Italy,3,tt7645192,6.8,10990,0,light pink
610,Unsolved: The Murders of Tupac and The Notorious B.I.G.,SHOW,2018,TV-MA,45,['crime'],United States of America (the),1,tt6233618,7.8,7651,0,light pink
611,Disjointed,SHOW,2017,TV-MA,27,['comedy'],United States of America (the),2,tt5884792,6.8,9980,0,light pink
612,Spirit: Riding Free,SHOW,2017,TV-Y7,23,"['action', 'animation', 'comedy', 'drama', 'family', 'western', 'documentation']",United States of America (the),11,tt11942070,6.6,993,0,light pink
613,White Gold,SHOW,2017,TV-MA,29,"['comedy', 'european']",United Kingdom of Great Britain and Northern Ireland (the),2,tt6010920,7.4,10981,0,light pink
614,Voice,SHOW,2017,TV-14,63,"['crime', 'thriller', 'action']",Korea (the Republic of),4,tt6212854,7.5,1949,0,light pink
615,The Good Cop,SHOW,2018,TV-PG,49,"['comedy', 'drama', 'crime', 'documentation']",United States of America (the),1,tt7183074,6.9,5620,0,light pink
616,Record of Grancrest War,SHOW,2018,TV-14,24,"['scifi', 'action', 'fantasy', 'war', 'animation']",Japan,1,tt7897050,7.1,893,0,light pink
617,Hitler's Circle of Evil,SHOW,2018,TV-14,52,"['documentation', 'war', 'history']",United Kingdom of Great Britain and Northern Ireland (the),1,tt6600720,8,4241,0,light pink
618,Rotten,SHOW,2018,TV-MA,56,['documentation'],United States of America (the),2,tt7763662,7.2,3675,0,light pink
619,Because This Is My First Life,SHOW,2017,TV-14,56,"['comedy', 'drama', 'romance']",Korea (the Republic of),1,tt7278588,8.2,4168,0,light pink
620,Abby Hatcher,SHOW,2018,TV-Y,20,"['fantasy', 'animation', 'comedy', 'family']",United States of America (the),3,tt9433014,6.1,163,0,light pink
621,Unauthorized Living,SHOW,2018,TV-MA,76,['drama'],Spain,2,tt6970700,7.4,4555,0,light pink
622,LEGO Friends: Girls on a Mission,SHOW,2018,TV-Y,11,['animation'],Denmark,4,tt9327146,7.7,106,0,light pink
623,Tabula Rasa,SHOW,2017,TV-MA,52,"['drama', 'horror', 'thriller', 'european']",Belgium,1,tt5197860,8,10161,0,light pink
624,Murder Mountain,SHOW,2018,TV-MA,49,"['crime', 'documentation']",United States of America (the),1,tt9078908,6.8,3045,0,light pink
625,SKY Castle,SHOW,2018,TV-MA,68,['drama'],Korea (the Republic of),1,tt9151274,8.6,2835,0,light pink
626,Sisters,SHOW,2017,TV-14,36,"['drama', 'comedy']",Australia,1,tt8453436,7.5,1729,0,light pink
627,Suburra: Blood on Rome,SHOW,2017,TV-MA,48,"['crime', 'action', 'european']",Italy,3,tt7197684,7.9,14346,0,light pink
628,Just Between Lovers,SHOW,2017,TV-14,73,"['drama', 'romance']",Korea (the Republic of),1,tt7521898,8.2,1872,0,light pink
629,The Epic Tales of Captain Underpants,SHOW,2018,TV-Y7,24,"['animation', 'comedy', 'family', 'action']",United States of America (the),4,tt7741830,6.7,879,0,light pink
630,Ugly Delicious,SHOW,2018,TV-MA,51,['documentation'],United States of America (the),2,tt7907916,7.8,3505,0,light pink
631,The House of Flowers,SHOW,2018,TV-MA,31,"['drama', 'comedy']",Mexico,3,tt8387348,7.6,7722,0,light pink
632,Somewhere Between,SHOW,2017,TV-14,42,"['crime', 'drama', 'scifi', 'thriller']",United States of America (the),1,tt6467294,6.2,5746,0,light pink
633,Hot Date,SHOW,2017,TV-MA,19,['comedy'],United States of America (the),2,tt7603386,7.1,616,0,light pink
634,Lawless Lawyer,SHOW,2018,TV-14,64,"['action', 'crime', 'drama', 'thriller']",Korea (the Republic of),1,tt8160178,7.7,1572,0,light pink
635,Welcome to the Family,SHOW,2018,TV-MA,48,['comedy'],Spain,2,tt7490342,6.6,442,0,light pink
636,Llama Llama,SHOW,2018,TV-Y,15,"['animation', 'family']",United States of America (the),2,tt4781350,6.5,270,0,light pink
637,Borderliner,SHOW,2017,TV-MA,49,"['drama', 'thriller', 'crime', 'history', 'war', 'documentation']",Norway,1,tt0332902,6.8,3999,0,light pink
638,A Korean Odyssey,SHOW,2017,TV-MA,75,"['comedy', 'romance', 'fantasy', 'horror']",Korea (the Republic of),1,tt7099334,8,4535,0,light pink
639,Power Rangers Ninja Steel,SHOW,2017,TV-Y7,24,"['action', 'scifi', 'thriller', 'drama']",United States of America (the),2,tt5335606,6.1,862,0,light pink
640,Cloudy with a Chance of Meatballs,SHOW,2017,TV-Y7,11,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']",Canada,2,tt4123482,3.4,750,0,light pink
641,Man Like Mobeen,SHOW,2017,TV-MA,22,['comedy'],United Kingdom of Great Britain and Northern Ireland (the),3,tt7639280,8,2664,0,light pink
642,Granblue Fantasy: The Animation,SHOW,2017,TV-14,23,"['scifi', 'animation', 'fantasy']",Japan,2,tt6138612,6.4,391,0,light pink
643,Meteor Garden,SHOW,2018,TV-14,45,"['comedy', 'family', 'drama', 'romance']",China,1,tt8690890,7.9,3921,0,light pink
644,Wolf,SHOW,2018,TV-MA,80,"['war', 'drama', 'action', 'thriller']",Turkey,1,tt7146600,8.1,7426,0,light pink
645,Fallet,SHOW,2017,TV-MA,28,"['drama', 'comedy', 'crime', 'european']",Sweden,1,tt6433844,6.8,1873,0,light pink
646,The Hollow,SHOW,2018,TV-Y7,24,"['comedy', 'scifi', 'animation', 'drama', 'family']",Canada,2,tt6193336,7.1,4198,0,light pink
647,The Mire,SHOW,2018,TV-MA,51,"['crime', 'drama', 'thriller']",Poland,2,tt8855592,7,4312,0,light pink
648,GHOUL,SHOW,2018,TV-MA,46,"['scifi', 'drama', 'fantasy', 'horror']",India,2,tt5909930,8,6,0,light pink
649,Hero Mask,SHOW,2018,TV-14,24,"['scifi', 'animation', 'action', 'crime']",Japan,2,tt9316078,6.1,657,0,light pink
650,The Fix,SHOW,2018,TV-MA,29,['comedy'],United States of America (the),1,tt5960546,7,1895,0,light pink
651,The Beauty Inside,SHOW,2018,TV-14,68,"['drama', 'fantasy', 'romance']",Korea (the Republic of),1,tt8801708,7.6,1889,0,light pink
652,Fate/Apocrypha,SHOW,2017,TV-14,24,"['action', 'scifi', 'animation', 'drama', 'fantasy']",Japan,1,tt6424454,6.6,2259,0,light pink
653,The Casketeers,SHOW,2018,TV-14,22,"['reality', 'documentation']",New Zealand,5,tt8365054,7.5,450,0,light pink
654,The Guest,SHOW,2018,TV-MA,66,"['crime', 'thriller', 'drama', 'horror', 'comedy']",Korea (the Republic of),1,tt8801670,8.1,1537,0,light pink
655,Rainbow Rangers,SHOW,2018,TV-Y,22,"['family', 'fantasy', 'animation']",United States of America (the),2,tt7967882,5.8,187,0,light pink
656,The Mechanism,SHOW,2018,TV-MA,47,"['drama', 'thriller', 'crime']",Brazil,2,tt6873658,8,36077,0,light pink
657,Memories of the Alhambra,SHOW,2018,TV-MA,68,"['action', 'scifi', 'thriller', 'drama', 'romance']",Korea (the Republic of),1,tt8236556,7.8,5363,0,light pink
658,Barbie: Dreamhouse Adventures,SHOW,2018,TV-Y,22,"['comedy', 'family', 'animation']",United States of America (the),5,tt7661472,6.7,525,0,light pink
659,Ad Vitam,SHOW,2018,TV-MA,52,"['scifi', 'crime', 'drama']",France,1,tt8548830,6.4,1625,0,light pink
660,Patriot Act with Hasan Minhaj,SHOW,2018,TV-MA,25,['comedy'],United States of America (the),6,tt8080054,8.2,7222,0,light pink
661,Signs,SHOW,2018,TV-MA,46,"['thriller', 'crime', 'european']",Poland,2,tt8917248,6.4,1608,0,light pink
662,B: The Beginning,SHOW,2018,TV-MA,25,"['scifi', 'action', 'drama', 'thriller', 'horror', 'animation', 'fantasy', 'crime']",Japan,2,tt7944664,7.1,4803,0,light pink
663,Sugar Rush,SHOW,2018,TV-PG,51,['reality'],United States of America (the),3,tt8680560,7,1508,0,light pink
664,El Chapo,SHOW,2017,TV-MA,44,"['drama', 'action', 'history', 'crime']",United States of America (the),3,tt6692188,7.8,17992,0,light pink
665,Sacred Games,SHOW,2018,TV-MA,50,"['action', 'thriller', 'crime', 'drama']",India,2,tt10810630,8.6,85088,3,dark pruple
666,The Worst Witch,SHOW,2017,TV-Y7,27,"['scifi', 'fantasy', 'family', 'european']",United Kingdom of Great Britain and Northern Ireland (the),4,tt5721172,7.2,2375,0,light pink
667,The Confession Tapes,SHOW,2017,TV-MA,43,"['documentation', 'crime']",United States of America (the),2,tt7349602,7.5,5340,0,light pink
668,Thieves of the Wood,SHOW,2018,TV-MA,47,"['drama', 'history', 'action', 'thriller', 'comedy', 'documentation']",Belgium,1,tt5766086,6.8,2533,0,light pink
669,Girl from Nowhere,SHOW,2018,TV-MA,44,"['drama', 'fantasy', 'horror', 'thriller', 'crime']",Thailand,2,tt8824648,7.6,3979,0,light pink
670,Afflicted,SHOW,2018,TV-MA,42,"['reality', 'documentation']",Brazil,1,tt8792570,5.1,1119,0,light pink
671,Dope,SHOW,2017,TV-MA,48,"['war', 'crime', 'documentation', 'thriller', 'comedy', 'drama']",United States of America (the),3,tt7782022,7.3,1643,0,light pink
672,Paradise PD,SHOW,2018,TV-MA,27,"['comedy', 'crime', 'animation', 'action']",United States of America (the),3,tt8235236,6.8,17779,0,light pink
673,Thus Spoke Kishibe Rohan,SHOW,2017,TV-MA,24,"['action', 'scifi', 'thriller', 'animation', 'drama', 'fantasy']",Japan,1,tt13887556,7.6,1131,0,light pink
674,Welcome to Waikiki,SHOW,2018,TV-MA,64,"['drama', 'comedy', 'reality']",Korea (the Republic of),3,tt7890304,8.3,2038,0,light pink
675,The Inmate,SHOW,2018,TV-MA,53,"['crime', 'thriller', 'drama']",Mexico,1,tt8452308,6.9,2641,0,light pink
676,The Innocents,SHOW,2018,TV-MA,46,"['drama', 'scifi', 'horror', 'romance', 'thriller']",United Kingdom of Great Britain and Northern Ireland (the),2,tt8021824,6.2,5784,0,light pink
677,Charité,SHOW,2017,TV-MA,49,"['drama', 'history', 'european']",Germany,3,tt5337806,7.8,3274,0,light pink
678,Instant Hotel,SHOW,2018,TV-MA,49,['reality'],Australia,2,tt9316032,7.3,1482,0,light pink
679,Myths & Monsters,SHOW,2017,TV-PG,43,"['documentation', 'fantasy', 'european']",United Kingdom of Great Britain and Northern Ireland (the),1,tt11279458,7.8,811,0,light pink
680,Erased,SHOW,2017,TV-14,28,"['drama', 'scifi', 'thriller', 'fantasy']",Japan,1,tt7573686,7.8,3596,0,light pink
681,The Hook Up Plan,SHOW,2018,TV-14,28,"['comedy', 'romance']",France,3,tt9170638,7.2,5212,0,light pink
682,Kiss Me First,SHOW,2018,TV-MA,47,"['scifi', 'thriller', 'drama']",United Kingdom of Great Britain and Northern Ireland (the),1,tt5730690,6.2,3874,0,light pink
683,November 13: Attack on Paris,SHOW,2018,TV-MA,54,['documentation'],France,1,tt8194716,8.3,3105,0,light pink
684,The Bride of Habaek,SHOW,2017,TV-14,67,"['drama', 'romance', 'comedy', 'fantasy']",Korea (the Republic of),1,tt6385752,7.1,2501,0,light pink
685,The New Legends of Monkey,SHOW,2018,TV-PG,25,"['scifi', 'action', 'comedy', 'fantasy']",New Zealand,2,tt6807662,6.4,4308,0,light pink
686,Medal of Honor,SHOW,2018,TV-MA,55,"['documentation', 'war']",United States of America (the),1,tt7440274,8.2,1687,0,light pink
687,True and the Rainbow Kingdom,SHOW,2017,TV-Y,21,"['comedy', 'family', 'fantasy', 'animation']",Canada,4,tt5607658,7.1,439,0,light pink
688,Something in the Rain,SHOW,2018,TV-MA,70,"['drama', 'romance']",Korea (the Republic of),1,tt8078816,8.2,5654,0,light pink
689,The Velvet Collection,SHOW,2017,TV-14,57,"['drama', 'comedy', 'romance', 'european']",Spain,3,tt6762348,7.3,1376,0,light pink
690,Serial Killer with Piers Morgan,SHOW,2017,TV-14,47,"['crime', 'documentation']",United Kingdom of Great Britain and Northern Ireland (the),2,tt7667038,3.8,1394,0,light pink
691,My Shy Boss,SHOW,2017,TV-MA,71,"['comedy', 'drama', 'romance']",Korea (the Republic of),1,tt6257622,7.3,1537,0,light pink
692,Gormiti,SHOW,2018,TV-Y,11,"['comedy', 'action', 'animation', 'fantasy', 'thriller']",Spain,4,tt9077350,5.3,111,0,light pink
693,Selection Day,SHOW,2018,TV-14,25,"['drama', 'comedy', 'sport']",India,1,tt10656928,7.4,2176,0,light pink
694,The Protector,SHOW,2018,TV-MA,43,"['action', 'scifi', 'fantasy', 'drama']",Turkey,4,tt7668518,6.5,34396,0,light pink
695,The Queen of Flow,SHOW,2018,TV-MA,45,"['drama', 'family', 'music']",Colombia,2,tt8560918,7.7,1202,0,light pink
696,Cupcake & Dino - General Services,SHOW,2018,TV-Y7,16,"['animation', 'action', 'comedy', 'family']",Brazil,2,tt8697554,7.5,663,0,light pink
697,Daniel Sloss: Live Shows,SHOW,2018,TV-MA,60,['comedy'],United States of America (the),1,tt8858472,8.5,3387,0,light pink
698,Warrior,SHOW,2018,TV-MA,42,"['action', 'drama', 'crime']",Denmark,1,tt9249090,6.7,1966,0,light pink
699,Surviving Escobar - Alias JJ,SHOW,2017,TV-MA,42,"['crime', 'drama']",Colombia,1,tt6809396,7.7,985,0,light pink
700,Children of the Whales,SHOW,2017,TV-14,24,"['scifi', 'animation', 'drama', 'fantasy']",Japan,1,tt7484994,7.1,1524,0,light pink
701,Dogs of Berlin,SHOW,2018,TV-MA,60,"['drama', 'thriller', 'action', 'crime']",Germany,1,tt6839788,7.5,12453,0,light pink
702,Free Rein,SHOW,2017,TV-G,28,"['comedy', 'drama', 'family', 'action', 'documentation']",United States of America (the),3,tt6928052,7,2062,0,light pink
703,Luis Miguel: The Series,SHOW,2018,TV-14,56,"['drama', 'romance', 'history', 'music']",Mexico,3,tt8045690,8,4556,0,light pink
704,Cyborg 009: Call of Justice,SHOW,2017,TV-14,24,"['action', 'scifi', 'animation']",Japan,1,tt6921524,5.7,217,0,light pink
705,Cocaine Coast,SHOW,2018,TV-MA,67,"['drama', 'thriller', 'crime']",Spain,1,tt6970710,7.9,3696,0,light pink
706,Bumping Mics with Jeff Ross & Dave Attell,SHOW,2018,TV-MA,34,['comedy'],United States of America (the),1,tt9203078,7.7,1145,0,light pink
707,Ultraviolet,SHOW,2017,TV-MA,46,"['drama', 'crime', 'european']",Poland,2,tt7514746,7,1573,0,light pink
708,Hot Girls Wanted: Turned On,SHOW,2017,TV-MA,47,['documentation'],United States of America (the),1,tt6333104,6.6,2168,0,light pink
709,7 Days Out,SHOW,2018,TV-PG,50,['documentation'],United States of America (the),1,tt9315990,6.8,531,0,light pink
710,Greenhouse Academy,SHOW,2017,TV-PG,23,['drama'],United States of America (the),4,tt6076336,6.6,5967,0,light pink
711,Hi Score Girl,SHOW,2018,TV-PG,27,"['action', 'animation', 'comedy', 'romance']",Japan,2,tt8963328,8,1952,0,light pink
712,Final Fantasy XIV: Dad of Light,SHOW,2017,TV-PG,30,['drama'],Japan,1,tt6497076,7.2,592,0,light pink
713,Car Masters: Rust to Riches,SHOW,2018,TV-PG,39,['reality'],United States of America (the),3,tt8893550,8.4,10024,0,light pink
714,Sparta,SHOW,2018,TV-MA,53,"['drama', 'thriller']",Russian Federation (the),1,tt6840106,6.6,443,0,light pink
715,Re: Mind,SHOW,2017,TV-MA,23,"['drama', 'thriller']",Japan,1,tt7332652,4.9,1531,0,light pink
716,Lego Jurassic World: The Secret Exhibit,SHOW,2018,TV-Y,22,"['scifi', 'animation', 'action', 'comedy', 'family']",United States of America (the),1,tt9322614,6.2,244,0,light pink
717,Ingobernable,SHOW,2017,TV-MA,40,"['war', 'crime', 'drama', 'thriller']",Mexico,3,tt6495756,7.2,3052,0,light pink
718,If I Hadn't Met You,SHOW,2018,TV-MA,52,"['scifi', 'romance', 'drama', 'fantasy']",Spain,1,tt8517780,7.7,2283,0,light pink
719,Creeped Out,SHOW,2017,TV-PG,25,"['scifi', 'family', 'fantasy', 'horror', 'thriller', 'drama']",Canada,2,tt7573024,6.5,1826,0,light pink
720,Girlboss,SHOW,2017,TV-MA,27,['comedy'],United States of America (the),1,tt5706996,7,17525,0,light pink
721,Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,"['action', 'romance', 'thriller', 'scifi', 'family', 'comedy', 'drama', 'animation']",United States of America (the),3,tt6714408,5.2,372,0,light pink
722,The Royal House of Windsor,SHOW,2017,TV-14,49,"['documentation', 'history', 'european']",United Kingdom of Great Britain and Northern Ireland (the),1,tt6596634,7.3,1541,0,light pink
723,Flint Town,SHOW,2018,TV-MA,45,"['crime', 'action', 'documentation']",United States of America (the),1,tt8004578,7.9,3633,0,light pink
724,A.I.C.O. -Incarnation-,SHOW,2018,TV-14,24,"['scifi', 'animation', 'action']",Japan,1,tt8116380,6.3,1189,0,light pink
725,Eternal Love,SHOW,2017,TV-14,45,"['scifi', 'drama', 'fantasy', 'romance', 'family']",China,1,tt6488862,8.4,2214,0,light pink
726,Pop Team Epic,SHOW,2018,TV-MA,23,"['comedy', 'animation']",Japan,2,tt7808370,6.9,815,0,light pink
727,Sirius the Jaeger,SHOW,2018,TV-MA,23,"['scifi', 'action', 'history', 'horror', 'animation']",Japan,1,tt8565136,6.7,1883,0,light pink
728,Misty,SHOW,2018,TV-MA,71,"['crime', 'romance', 'thriller', 'drama']",Korea (the Republic of),1,tt7890244,8.1,596,0,light pink
729,Standup and Away! with Brian Regan,SHOW,2018,TV-PG,25,['comedy'],United States of America (the),1,tt9384194,5.7,390,0,light pink
730,A Love So Beautiful,SHOW,2017,TV-14,41,"['drama', 'comedy', 'romance']",China,1,tt8434720,8,1386,0,light pink
731,The A List,SHOW,2018,TV-PG,27,"['drama', 'crime', 'thriller']",United Kingdom of Great Britain and Northern Ireland (the),2,tt9185110,5.5,2787,0,light pink
732,The Big Family Cooking Showdown,SHOW,2017,TV-PG,59,"['reality', 'european']",United Kingdom of Great Britain and Northern Ireland (the),2,tt7518558,7,665,0,light pink
733,QB1: Beyond the Lights,SHOW,2017,TV-14,32,"['reality', 'documentation', 'sport']",United States of America (the),3,tt5771332,7.7,895,0,light pink
734,Fugitiva,SHOW,2018,TV-MA,90,"['drama', 'crime', 'thriller', 'action']",Spain,1,tt7158972,5.6,658,0,light pink
735,Amazing Interiors,SHOW,2018,TV-PG,26,['documentation'],United States of America (the),1,tt8747342,6.6,797,0,light pink
736,The Piano Forest,SHOW,2018,TV-PG,26,"['drama', 'comedy', 'animation']",Japan,2,tt8043492,7.1,883,0,light pink
737,Bobby Kennedy for President,SHOW,2018,TV-MA,61,"['documentation', 'drama']",United States of America (the),1,tt8200004,8.1,1759,0,light pink
738,Chip and Potato,SHOW,2018,TV-Y,15,['animation'],United States of America (the),3,tt9897038,6.4,155,0,light pink
739,Falsa identidad,SHOW,2018,TV-14,43,"['action', 'thriller', 'crime', 'drama']",United States of America (the),2,tt8598690,7,351,0,light pink
740,Diablero,SHOW,2018,TV-MA,38,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'family']",Mexico,2,tt7414954,6.8,2521,0,light pink
741,Super Drags,SHOW,2018,TV-MA,25,"['comedy', 'fantasy', 'animation']",Brazil,1,tt8912244,5.4,1685,0,light pink
